-105.000000	-50.000000	-10.000000	
-105.782172	-50.061558	-10.000000	
-105.000000	-50.061558	-10.782172	
-106.545085	-50.244717	-10.000000	
-106.013409	-50.136692	-10.566775	
-105.456780	-50.148417	-11.119595	
-105.000000	-50.244717	-11.545085	
-107.269952	-50.544967	-10.000000	
-106.778382	-50.363588	-10.583988	
-106.243021	-50.296372	-11.153597	
-105.677053	-50.344976	-11.694800	
-105.000000	-50.544967	-12.269952	
-107.938926	-50.954915	-10.000000	
-107.504743	-50.715553	-10.608090	
-107.008885	-50.581688	-11.201207	
-106.463561	-50.556616	-11.764746	
-105.882200	-50.640956	-12.284832	
-105.000000	-50.954915	-12.938926	
-108.535534	-51.464466	-10.000000	
-108.172685	-51.188674	-10.638641	
-107.731714	-51.006729	-11.261557	
-107.223480	-50.923112	-11.853408	
-106.660495	-50.939881	-12.399623	
-106.056624	-51.056624	-12.886751	
-105.426736	-51.270466	-13.302798	
-105.000000	-51.464466	-13.535534	
-109.045085	-52.061074	-10.000000	
-108.762314	-51.776602	-10.674314	
-108.386902	-51.571500	-11.332024	
-107.928093	-51.450820	-11.956934	
-107.397185	-51.417532	-12.533659	
-106.807250	-51.472457	-13.047997	
-106.172815	-51.614241	-13.487283	
-105.509501	-51.839394	-13.840700	
-105.000000	-52.061074	-14.045085	
-109.455033	-52.730048	-10.000000	
-109.253392	-52.469898	-10.712212	
-108.947018	-52.272049	-11.406888	
-108.543456	-52.141371	-12.066921	
-108.052642	-52.081081	-12.676059	
-107.486661	-52.092665	-13.219304	
-106.859451	-52.175838	-13.683279	
-106.186456	-52.328550	-14.056560	
-105.484245	-52.547043	-14.329955	
-105.000000	-52.730048	-14.455033	
-109.755283	-53.454915	-10.000000	
-109.625376	-53.254310	-10.747305	
-109.381577	-53.096690	-11.476209	
-109.029889	-52.985936	-12.168764	
-108.578972	-52.924774	-12.807916	
-108.039929	-52.914712	-13.377929	
-107.426033	-52.955996	-13.864765	
-106.752399	-53.047610	-14.256439	
-106.035616	-53.187299	-14.543304	
-105.000000	-53.454915	-14.755283	
-109.938442	-54.217828	-10.000000	
-109.858730	-54.108057	-10.772774	
-109.659381	-54.020250	-11.526520	
-109.345302	-53.956567	-12.242677	
-108.924227	-53.918576	-12.903613	
-108.406525	-53.907214	-13.493052	
-107.804942	-53.922761	-13.996480	
-107.134293	-53.964832	-14.401502	
-106.411091	-54.032392	-14.698144	
-105.653142	-54.123778	-14.879102	
-105.000000	-54.217828	-14.938442	
-110.000000	-55.000000	-10.000000	
-109.938442	-55.000000	-10.782172	
-109.755283	-55.000000	-11.545085	
-109.455033	-55.000000	-12.269952	
-109.045085	-55.000000	-12.938926	
-108.535534	-55.000000	-13.535534	
-107.938926	-55.000000	-14.045085	
-107.269952	-55.000000	-14.455033	
-106.545085	-55.000000	-14.755283	
-105.782172	-55.000000	-14.938442	
-105.000000	-55.000000	-15.000000	
-109.938442	-55.782172	-10.000000	
-109.858730	-55.891943	-10.772774	
-109.659381	-55.979750	-11.526520	
-109.345302	-56.043433	-12.242677	
-108.924227	-56.081424	-12.903613	
-108.406525	-56.092786	-13.493052	
-107.804942	-56.077239	-13.996480	
-107.134293	-56.035168	-14.401502	
-106.411091	-55.967608	-14.698144	
-105.653142	-55.876222	-14.879102	
-105.000000	-55.782172	-14.938442	
-109.755283	-56.545085	-10.000000	
-109.625376	-56.745690	-10.747305	
-109.381577	-56.903310	-11.476209	
-109.029889	-57.014064	-12.168764	
-108.578972	-57.075226	-12.807916	
-108.039929	-57.085288	-13.377929	
-107.426033	-57.044004	-13.864765	
-106.752399	-56.952390	-14.256439	
-106.035616	-56.812701	-14.543304	
-105.000000	-56.545085	-14.755283	
-109.455033	-57.269952	-10.000000	
-109.253392	-57.530102	-10.712212	
-108.947018	-57.727951	-11.406888	
-108.543456	-57.858629	-12.066921	
-108.052642	-57.918919	-12.676059	
-107.486661	-57.907335	-13.219304	
-106.859451	-57.824162	-13.683279	
-106.186456	-57.671450	-14.056560	
-105.484245	-57.452957	-14.329955	
-105.000000	-57.269952	-14.455033	
-109.045085	-57.938926	-10.000000	
-108.762314	-58.223398	-10.674314	
-108.386902	-58.428500	-11.332024	
-107.928093	-58.549180	-11.956934	
-107.397185	-58.582468	-12.533659	
-106.807250	-58.527543	-13.047997	
-106.172815	-58.385759	-13.487283	
-105.509501	-58.160606	-13.840700	
-105.000000	-57.938926	-14.045085	
-108.535534	-58.535534	-10.000000	
-108.172685	-58.811326	-10.638641	
-107.731714	-58.993271	-11.261557	
-107.223480	-59.076888	-11.853408	
-106.660495	-59.060119	-12.399623	
-106.056624	-58.943376	-12.886751	
-105.426736	-58.729534	-13.302798	
-105.000000	-58.535534	-13.535534	
-107.938926	-59.045085	-10.000000	
-107.504743	-59.284447	-10.608090	
-107.008885	-59.418312	-11.201207	
-106.463561	-59.443384	-11.764746	
-105.882200	-59.359044	-12.284832	
-105.000000	-59.045085	-12.938926	
-107.269952	-59.455033	-10.000000	
-106.778382	-59.636412	-10.583988	
-106.243021	-59.703628	-11.153597	
-105.677053	-59.655024	-11.694800	
-105.000000	-59.455033	-12.269952	
-106.545085	-59.755283	-10.000000	
-106.013409	-59.863308	-10.566775	
-105.456780	-59.851583	-11.119595	
-105.000000	-59.755283	-11.545085	
-105.782172	-59.938442	-10.000000	
-105.000000	-59.938442	-10.782172	
-105.000000	-60.000000	-10.000000	
-105.000000	-50.000000	-9.000000	
-105.782172	-50.061558	-9.000000	
-106.545085	-50.244717	-9.000000	
-107.269952	-50.544967	-9.000000	
-107.938926	-50.954915	-9.000000	
-108.535534	-51.464466	-9.000000	
-109.045085	-52.061074	-9.000000	
-109.455033	-52.730048	-9.000000	
-109.755283	-53.454915	-9.000000	
-109.938442	-54.217828	-9.000000	
-110.000000	-55.000000	-9.000000	
-109.938442	-55.782172	-9.000000	
-109.755283	-56.545085	-9.000000	
-109.455033	-57.269952	-9.000000	
-109.045085	-57.938926	-9.000000	
-108.535534	-58.535534	-9.000000	
-107.938926	-59.045085	-9.000000	
-107.269952	-59.455033	-9.000000	
-106.545085	-59.755283	-9.000000	
-105.782172	-59.938442	-9.000000	
-105.000000	-60.000000	-9.000000	
-105.000000	-50.000000	-8.000000	
-105.782172	-50.061558	-8.000000	
-106.545085	-50.244717	-8.000000	
-107.269952	-50.544967	-8.000000	
-107.938926	-50.954915	-8.000000	
-108.535534	-51.464466	-8.000000	
-109.045085	-52.061074	-8.000000	
-109.455033	-52.730048	-8.000000	
-109.755283	-53.454915	-8.000000	
-109.938442	-54.217828	-8.000000	
-110.000000	-55.000000	-8.000000	
-109.938442	-55.782172	-8.000000	
-109.755283	-56.545085	-8.000000	
-109.455033	-57.269952	-8.000000	
-109.045085	-57.938926	-8.000000	
-108.535534	-58.535534	-8.000000	
-107.938926	-59.045085	-8.000000	
